symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
HDAC9	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	1	0	0	1	1	0	0.6071100000000001	No data	-0.8277766201291936	-0.48385841815699465	0	No data	No data	0	-1	-1
PYY	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	1	0	0	0	0	No data	0.7593248593456969	-0.3054443579612265	0	No data	No data	0	1	0.5
IL1R2	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	1	0	0	0	0	No data	0.745363617420296	-0.18636218050164965	0	No data	No data	0	0.5	0
OAS2	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0	No data	0.39966659720775155	No data	0	No data	No data	0	0.5	-1
GALR1	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	1	0	1	1	0	0.584525	No data	0.49572827672431763	0	0	No data	No data	0	0.5	0.5
ADRA1A	0.009062508681151871	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0745356931805048	No data	No data	1	0	0	1	1	0	0.5922750000000001	0	0.5335486559699938	-0.5954762182301893	0	-1	No data	0	0.5	0
IL1A	0.008901912230629486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07321484834789128	No data	No data	0.75	0	1	0	0	0	0	No data	0.4596790998124609	-0.11063639916225082	0	-1	No data	No data	0.5	0
TGFB3	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	1	0	1	0	0	0	0.8786400000000001	No data	-0.7970410502187956	-0.9272550592074086	0	No data	No data	0	-1	-1
ORM1	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	No data	0	1	0	0	1	0	No data	0.4417586997291103	-0.8648437848972895	0	No data	No data	-0.7512450000000002	1	0
CD14	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	0.5	0	1	0	1	0	0	No data	0.6772244217545322	-0.689013872391479	0	No data	No data	No data	0.5	-1
SESN1	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	No data	0	0	0	0	0	0.11071000000000027	No data	-0.3088143363200667	-0.20124132692595914	0	No data	No data	0	-1	-1
IDH2	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	1	0	0	1	1	0	0.756635	0	-0.646801416961867	-0.4790573645000093	0	No data	-1	-0.07079749999999993	0.75	-1
CHRM3	0.008849384298283695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07278282604739131	No data	No data	1	1	0	1	1	0	0.5762700000000003	0	-0.8253802875599083	-0.8246927807968057	0	-1	No data	0	0.5	0
GPR42	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	No data	1	0	0	0	0	0	No data	0.726401333611169	-0.8928082701503123	No data	No data	No data	-0.9566475000000001	No data	No data
CXCR6	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	No data	1	0	1	1	0	0	No data	0.6536778495519899	0	0	No data	No data	0	0.5	0
LPAR2	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	No data	1	0	1	1	0	0.6120699999999999	No data	-0.050114607209835405	-0.20363345368340835	No data	No data	No data	0	0.5	-1
SSTR4	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	1	1	0	1	1	0	0.42010500000000023	0	0.9919774953115232	-0.2524243370072718	0	No data	No data	0	No data	No data
ADRA2B	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	1	0	0	1	1	0	0.1666649999999997	1	No data	-0.8410782060696528	0	-1	No data	0	-1	0
BRS3	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	No data	1	0	1	1	0	0.2606499999999997	1	-0.7277557824546781	-0.6759285991995323	0	No data	No data	0	1	0.5
ACKR3	0.00875698933461252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	No data	No data	1	0	1	1	0	0.6408850000000001	0	-0.2829756199208169	-0.9715041044870972	0	No data	-1	0	-1	-1
SOD1	0.00871346104061632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07166490885844992	No data	No data	1	0	0	0	1	1	0.1883099999999999	No data	0.08428839341529493	-0.9577674726301943	-1	No data	No data	0	0.5	-1
HSPD1	0.008664594370941343	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07126299905336225	No data	No data	No data	0	0	1	1	0	0.8778350000000004	No data	-0.8000625130235466	-0.8477587786881943	-1	No data	No data	0	0.5	-1
FCGR3A	0.008479804443598991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	0.5	1	1	0	0	0	0	No data	0.6125234423838299	0	0	No data	No data	-0.72441	0.5	-1
FCGR3B	0.008479804443598991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	No data	1	1	0	0	0	0	No data	0.7185872056678475	0	0	No data	No data	-0.9248925	0.5	0
ADRB1	0.00813075680306344	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06687238773727831	No data	No data	1	1	0	1	1	0	0.5178199999999997	0	0.644613461137737	-0.5294145467853534	0	-1	No data	0	0.5	0
IGFBP3	0.007761176948378737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	1	0	1	0	0.08934500000000015	No data	-0.6456553448635132	-0.8736608762505146	0	No data	No data	0	0.5	-1
CCL24	0.0077201125200804365	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06349499441721375	No data	No data	No data	0	1	0	0	0	0	No data	0.8595540737653677	No data	0	No data	No data	0	0.75	0
MTCO2P12	0.0075558548068872375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06214403708918793	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-CO2	0.0075558548068872375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06214403708918793	No data	No data	No data	0	0	1	1	0	0	No data	No data	No data	No data	No data	No data	No data	0.5	-1
ACTA1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	1	No data	0.37059804125859563	-0.8084449634584812	0	No data	No data	-0.9734749999999999	1	0
CRHR1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	0.75	1	0	1	1	0	0.8795200000000001	0	-0.24223796624296734	-0.7934801609254916	0	No data	No data	-0.1807224999999999	0.75	0.5
NT5E	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	0.75	1	0	1	1	0	0.32927000000000034	1	0.3279849968743489	-0.8963370651984556	0	No data	No data	No data	0.5	0
CLCA4	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	0	0	0	No data	0.1503438216295061	0	0	No data	No data	-0.028834999999999944	0.5	0
CLCA2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	0	0	0	No data	0.4233173577828715	-0.8195259020149093	0	No data	No data	0	0.5	0.5
CLCA1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	1	0	0	0	0	No data	-0.2318191289852053	-0.26074263504482276	0	No data	No data	-0.03719999999999999	1	0.5
ADRA2A	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	1	0	1	1	0	0.6236550000000001	0	0.3796624296728486	-0.7860525957530664	0	-1	No data	0	0.5	0
BDKRB1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	0.5	1	0	1	1	0	0	1	0.23046468014169608	-0.2299108817756393	0	No data	No data	0	0.5	0
KIR3DL3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	No data	No data	No data	No data	No data	0.7765159408210043	No data	0	No data	No data	-0.45731749999999993	No data	No data
KIR2DS2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ASIC3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	1	1	0	0.17137499999999975	No data	-0.10356324234215464	-0.84998726720477	0	No data	No data	0	0.5	0
NCR1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	0	0	0	No data	0.5803292352573453	-0.753873917710526	0	No data	No data	0	1	1
ESR1	0.007391597093694037	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.060793079761162105	No data	No data	1	0	0	1	1	1	0.4789900000000003	1	-0.8989372785997083	-0.9364443123240842	0	-1	-1	0	0.5	0
GZMB	0.007206807166351686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05927325276713306	No data	No data	No data	0	1	0	1	0	0	No data	0.9646801416961868	-0.6054913566325204	0	No data	No data	-0.28137749999999995	0.5	0
CHKB	0.006747501535835198	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.055495638338640844	No data	No data	No data	0	0	0	1	1	0.29114000000000007	No data	0.005105230256303495	-0.616353268167302	0	No data	No data	0	-1	-1
CMPK1	0.006747501535835198	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.055495638338640844	No data	No data	No data	0	0	1	1	0	0.5394750000000001	No data	-0.5602208793498645	-0.660107721898113	-1	No data	No data	0	-1	-1
CHKA	0.006747501535835198	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.055495638338640844	No data	No data	0.25	0	0	1	1	1	0.2122549999999997	No data	-0.5237549489476974	-0.6430406216704712	0	No data	No data	0	-1	-1
CFTR	0.0066935018126229335	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05505151111705235	No data	No data	1	1	0	1	1	1	0	1	0.4576995207334862	-0.9647380971938352	0	-1	No data	0	0.5	0
CX3CL1	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	0.5	1	1	0	0	0	0	No data	-0.4398833090227131	0	0	No data	No data	0	-1	0
BTLA	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	1	0	0	0	0	0	No data	-0.1535736611794124	0	0	No data	No data	No data	1	0.5
GBA3	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0.75	0.5
HP	0.006077535388148429	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04998542113695551	No data	No data	No data	0	1	0	0	0	0	No data	0.13565326109606168	-0.7744650547240031	0	No data	No data	-0.45197000000000004	1	0
IDO2	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	1	1	0	0	No data	0.39997916232548447	0	No data	No data	No data	No data	0.75	0.5
SELPLG	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	0.5	0	0	0	0	0	0	No data	0.7055636590956449	-0.09334149122508767	0	No data	No data	No data	0.5	0
BCHE	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	1	0	1	1	1	1	0	No data	0.47957907897478647	-0.43428573990479	0	-1	No data	0	1	0
MBP	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	1	0	0	0	0	0	No data	-0.15065638674723902	-0.7337267052489033	0	No data	No data	No data	1	-1
MAOB	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	1	0	0	1	1	1	0.4326900000000002	0	-0.9425922067097312	-0.20744991348439518	0	-1	No data	-0.3076924999999999	0.5	0
GPBAR1	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	1	1	0	0.1666649999999997	0	0.982704730152115	-0.8527948336447522	0	-1	No data	No data	0.5	0
OXER1	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	0	0	1	1	0	No data	No data	0.9968743488226715	No data	0	No data	No data	0	1	0
MRGPRX3	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.6467226559701269	0	No data	No data	-0.580745	0.5	1
FZD4	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	0	0	0.8510249999999999	No data	-0.7381746197124401	-0.9337827390940969	0	No data	No data	0	0.5	0
MRGPRX4	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	1	0	0	No data	No data	-0.6467226559701269	0	No data	No data	-0.54969	No data	No data
MRGPRX1	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	1	1	0	0	0	No data	-0.6467226559701269	0	No data	No data	-0.580745	No data	No data
GPRC6A	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	0	0	0.006479999999999819	No data	0.4534277974578038	-0.815074121661353	0	No data	No data	0	No data	No data
LPAR3	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	1	1	0	0.5750700000000002	0	-0.38497603667430713	No data	0	No data	No data	0	0.5	0
GPR151	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	0	0	0	No data	0.6164826005417796	No data	0	No data	No data	0	No data	No data
NMUR1	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	1	0	0	No data	0.41644092519274856	No data	0	No data	No data	0	0.5	0
GPR166P	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LGR6	0.005801159214957514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04771233204296064	No data	No data	No data	1	0	0	0	0	0.5087899999999997	No data	-0.33434048760158364	-0.6605691823049644	0	No data	No data	0	0.5	0
HSPB1	0.005790084390060328	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047621245812910315	No data	No data	0.5	1	0	1	1	0	0.21950999999999965	No data	0.8918524692644301	-0.6416911181591145	0	No data	No data	0	0.5	-1
HSPB3	0.005790084390060328	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047621245812910315	No data	No data	No data	0	0	0	0	0	0.3666649999999997	No data	0.864138362158783	0	0	No data	No data	0	0.75	0
HSPB2	0.005790084390060328	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047621245812910315	No data	No data	No data	0	0	0	0	0	0.8626350000000003	No data	0.5984580120858511	-0.48058175925333096	0	No data	No data	0	0.75	0
EMX2OS	0.005595028355643402	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046016983985879646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL6R	0.005543697820270528	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045594809820871586	No data	No data	1	1	1	0	0	0	0	No data	-0.1219003959158158	-0.8534203391896111	0	-1	No data	0	0.5	-1
CLOCK	0.005543697820270526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04559480982087158	No data	No data	No data	0	0	0	0	0	0.8049649999999999	No data	-0.8285059387372369	-0.9202675500207738	0	-1	No data	0	-1	-1
HSPA1A	0.005543697820270526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04559480982087158	No data	No data	0.75	0	0	1	1	0	0.7659900000000001	0	0.44248801833715357	-0.536073563266993	No data	-1	No data	-1	-1	0
HSPA4	0.005543697820270526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04559480982087158	No data	No data	No data	0	0	0	0	0	0.8035699999999999	No data	-0.8331944155032298	-0.2829760631524489	0	No data	No data	-0.11904749999999993	-1	-1
CXCL10	0.005523165606121377	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04542594015486835	No data	No data	0.5	0	1	1	0	1	0	No data	0.11648260054177961	-0.23265234396795703	0	-1	No data	0	0.5	0
C1QL1	0.005420504535375625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044581591824852204	No data	No data	No data	0	1	0	0	0	0.9224800000000002	No data	0.9323817461971244	No data	0	No data	No data	-0.34108499999999997	0.5	0
NCAM1	0.0053911434691423414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0443401082024676	No data	No data	0.5	1	1	0	0	1	0.6911400000000001	No data	-0.9055011460720983	-0.30393197801176275	No data	No data	No data	0	0.5	0
CD28	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	0.5	1	0	0	0	0	0	No data	-0.24557199416545117	-0.2598204566637946	0	No data	No data	0	0.75	0
KRT16	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	0	0	0	0.2283299999999997	No data	0.6929568660137528	-0.7086138818561468	0	No data	No data	-0.5877375	0.5	0
ORM2	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	1	0	0	1	0	No data	0.49551989997916235	-0.8648437848972895	0	No data	No data	-0.7512450000000002	1	0
CXCL9	0.004989328038243475	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04103532883878443	No data	No data	No data	0	1	0	0	0	0	No data	0.7465096895186498	-0.21342152618624072	0	-1	No data	0	1	0
SIRT1	0.004989328038243475	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04103532883878443	No data	No data	0.5	0	0	1	1	0	0.31057500000000005	No data	-0.4942696395082309	-0.9716125299348044	0	-1	No data	0	-1	-1
HPX	0.004968795824094324	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04086645917278119	No data	No data	No data	0	1	0	0	0	0	No data	0.26828505938737246	-0.22578539780377826	0	No data	No data	0	1	0
HSPA14	0.004804538110901123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	No data	0	0	0	0	0	0.5481349999999999	No data	-0.6326317982913107	No data	0	No data	No data	0	-1	-1
TRPV1	0.004804538110901123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	1	1	0	1	1	0	0.3444600000000001	0	0.213481975411544	-0.9136042126561694	0	-1	No data	0	0.5	-1
TLR4	0.004763473682602822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03917776251274891	No data	No data	0.75	1	0	1	1	0	0	0	0.10252135861637846	-0.968333440794506	0	-1	No data	0	-1	-1
HMOX1	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	1	0	1	1	1	0.09722000000000008	No data	0.021150239633257018	-0.9721498022100852	0	No data	No data	0	1	-1
CAT	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	0	1	1	0.46869000000000016	No data	0.17743279849968752	-0.7483452599515245	0	-1	No data	No data	0.5	-1
SERPINF1	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	1	0	0	0	0.28229499999999985	No data	0.3616378412169201	-0.7851639461400408	0	No data	No data	0	1	-1
MCAT	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0	No data	0.3061054386330486	No data	0	No data	No data	No data	-1	-1
SSB	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0	No data	-0.44165451135653266	No data	-1	No data	No data	0	-1	-1
